name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2016-11-07,53.4,41.2,47.6,53.4,36.5,45.2,27.8,47,0,0,0,,0,0,24.2,12.3,20.9,1029.7,4.8,9.9,151.9,13,6,,2016-11-07T06:33:58,2016-11-07T16:44:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-08,66.8,43.1,54.7,66.8,41.4,54.2,31.9,43.8,0,0,0,,0,0,,7.6,291.7,1019.9,17.7,9.9,147.6,12.7,6,,2016-11-08T06:35:09,2016-11-08T16:43:57,0.3,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-09,58.7,50.3,55.2,58.7,50.3,55.2,43.4,66.8,0.079,100,41.67,rain,0,0,24.8,11.9,334,1011,81.3,8.1,55.9,4.8,2,,2016-11-09T06:36:20,2016-11-09T16:42:57,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-10,56,41.7,49.6,56,36.4,47.4,31.5,51.1,0,0,0,,0,0,27.1,13.4,293.9,1013.3,36.5,9.9,144.9,12.5,6,,2016-11-10T06:37:31,2016-11-10T16:41:59,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-11,62.2,42.9,52.3,62.2,36,50.6,29.8,42.3,0,0,0,,0,0,37,22.4,295.6,1009.2,15.8,9.9,141,12.3,6,,2016-11-11T06:38:42,2016-11-11T16:41:02,0.4,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-12,50.6,37.7,44,50.6,31.1,39.7,20.4,39.2,0,0,0,,0,0,32.2,16.9,311.7,1024,11.6,9.9,145.1,12.5,6,,2016-11-12T06:39:54,2016-11-12T16:40:07,0.44,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-13,61.9,41.3,50.5,61.9,37.4,48.9,23.6,36.8,0,0,0,,0,0,23,13.4,250.3,1019.3,14.2,9.9,138.7,12,5,,2016-11-13T06:41:05,2016-11-13T16:39:14,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-14,62.2,46.4,54.5,62.2,43.5,53.7,21.8,28.3,0,0,0,,0,0,19.7,9.1,249.1,1016.7,24.7,9.9,116.3,10,6,,2016-11-14T06:42:15,2016-11-14T16:38:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-15,56,48,50.4,56,43,48,43.4,79.1,1.919,100,54.17,rain,0,0,29.9,12.8,350.5,1010.2,97.5,7.2,49.6,4.2,3,,2016-11-15T06:43:26,2016-11-15T16:37:34,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-16,62.1,45.8,53,62.1,42.5,51.9,37.2,57,0,0,0,,0,0,20.8,13.5,266.3,1008.3,26.6,9.8,132.1,11.3,5,,2016-11-16T06:44:37,2016-11-16T16:36:47,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-17,61.7,50.5,54.7,61.7,50.5,54.7,39.3,56.9,0,0,0,,0,0,25.3,13.2,322.5,1015.4,12.7,9.8,129.5,11.3,5,,2016-11-17T06:45:47,2016-11-17T16:36:02,0.6,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-18,64.8,45.1,54.1,64.8,41.9,53.4,37.8,55.8,0,0,0,,0,0,,7.2,341.7,1018.7,4.6,9.9,131.7,11.4,5,,2016-11-18T06:46:57,2016-11-18T16:35:18,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-19,60.8,46.7,54,60.8,40.3,53.7,44.4,70.5,0.08,100,12.5,rain,0,0,25.4,15.4,93.2,1010.7,33.3,9.7,130.5,11.4,5,,2016-11-19T06:48:06,2016-11-19T16:34:37,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-20,41.8,35.9,39.5,34.8,26.4,31.3,27.6,63.6,0.444,100,20.83,rain,0,0,41.1,25.9,278.4,1001.1,98.4,9,75.7,6.4,4,,2016-11-20T06:49:15,2016-11-20T16:33:58,0.71,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-21,40.9,36.8,38.8,33,27,29.9,18.4,43.3,0,0,0,,0,0,39.2,22.1,289,1005.3,89.3,9.9,119,10.3,5,,2016-11-21T06:50:24,2016-11-21T16:33:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-22,41.1,37.5,38.9,34.1,28,30.7,20.9,48.3,0,0,0,,0,0,35.9,21.7,301.1,1017.1,74.2,9.9,119.9,10.3,5,,2016-11-22T06:51:32,2016-11-22T16:32:45,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-23,45.4,35.4,40,41.9,27.3,34.9,22.5,50,0,0,0,,0,0,21.9,14.7,322.9,1024.7,32.9,9.9,128.8,11.3,5,,2016-11-23T06:52:40,2016-11-23T16:32:12,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-24,48.1,39.7,44.4,47.3,35.1,41.4,34.8,69.6,0.025,100,8.33,rain,0,0,,8.4,54,1024.3,86.7,9.7,70.8,6.3,4,,2016-11-24T06:53:47,2016-11-24T16:31:41,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-25,54.2,45.6,49.5,54.2,43.8,49,43.1,79,0.019,100,8.33,rain,0,0,,6.4,341.9,1022.9,99.4,7.6,73.4,6.3,4,,2016-11-25T06:54:54,2016-11-25T16:31:13,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-26,50.3,41.9,47,50.3,37.2,44,37.2,69.2,0,0,0,,0,0,23.7,11.6,322.2,1018.9,62.2,9.1,92.8,7.9,5,,2016-11-26T06:55:59,2016-11-26T16:30:46,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-27,50.3,39.9,44.2,50.3,35.1,40.2,29.5,57.2,0,0,0,,0,0,26.4,15.4,301.3,1019.1,33.7,9.9,109,9.4,5,,2016-11-27T06:57:04,2016-11-27T16:30:22,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-28,51.9,39.4,45.5,51.9,35,43.3,30.9,57.1,0,0,0,,0,0,,8.1,254.9,1021.3,17.5,9.8,119,10.4,5,,2016-11-28T06:58:09,2016-11-28T16:30:00,0.97,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-29,60.4,51,56.5,60.4,51,56.5,51.7,84.5,2.173,100,54.17,rain,0,0,27.5,16.5,175.6,1014.8,96.1,5.9,29.2,2.5,1,,2016-11-29T06:59:12,2016-11-29T16:29:40,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-30,58,50.8,54.5,58,50.8,54.5,51.9,90.9,0.759,100,50,rain,0,0,25.3,13.5,60.1,1010.5,69,5.1,23.9,2,1,,2016-11-30T07:00:14,2016-11-30T16:29:22,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-01,53.9,43.8,50.8,53.9,38.6,49.3,38.2,64.4,0.155,100,20.83,rain,0,0,32.6,17.4,281.3,1003.8,63.9,8.8,117.5,10.1,5,,2016-12-01T07:01:16,2016-12-01T16:29:07,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-02,50.9,40.5,45.4,50.9,33.6,40.6,27.9,50.7,0,0,0,,0,0,28.7,14.2,269.2,1011.9,46.5,9.9,110.4,9.4,5,,2016-12-02T07:02:16,2016-12-02T16:28:54,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-03,47.9,41.5,44.5,41.5,33.8,38.2,27,50.2,0,0,0,,0,0,34.4,19.8,303.2,1016.6,75.4,9.9,114.5,9.9,5,,2016-12-03T07:03:15,2016-12-03T16:28:43,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-04,46.5,39.4,42.5,44.9,32.3,38.1,22.9,45.8,0,0,0,,0,0,23,13.7,332.9,1022.3,51,9.9,110.1,9.4,5,,2016-12-04T07:04:13,2016-12-04T16:28:34,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-05,48.7,39,43.7,45.3,35,39.8,33.3,67.8,0.165,100,25,rain,0,0,23,16.9,272.2,1016.7,63.2,8.7,89.2,7.8,5,,2016-12-05T07:05:10,2016-12-05T16:28:28,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-06,46.1,39.1,42.6,42.8,33.6,38.9,31,64.1,0.374,100,25,rain,0,0,24.2,13.8,53.4,1017.4,57.9,9.3,44.3,3.9,3,,2016-12-06T07:06:06,2016-12-06T16:28:24,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-07,45.8,39.9,42.7,45.6,33.8,39.4,36.8,80.5,0.068,100,25,rain,0,0,,12.4,11,1014.5,90.1,7.8,29.3,2.5,1,,2016-12-07T07:07:00,2016-12-07T16:28:23,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72502594741,KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-08,44.4,35.6,41.5,40.7,25.6,36.1,24,50.8,0,0,0,,0,0,29.4,18.2,263.9,1014.4,57,9.9,55.6,4.7,2,,2016-12-08T07:07:53,2016-12-08T16:28:23,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-09,40.5,31.2,35.1,30.7,22,25.6,15.6,44.9,0,0,0,,0,0,34.8,23.6,285.8,1020,34.6,9.9,82.7,7.1,4,,2016-12-09T07:08:45,2016-12-09T16:28:27,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KTEB,72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-10,35.4,28.8,31.9,30,20.1,24.4,17,53.9,0,0,0,,0,0,25.3,14.2,287.2,1028.3,41.2,9.9,90.1,7.7,4,,2016-12-10T07:09:35,2016-12-10T16:28:32,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-11,34.5,28.2,31.3,32.1,21.5,26.7,18.6,60.3,0.029,100,8.33,"rain,snow",0,0,,7.4,254.7,1031.3,68.6,9,59.5,5.1,3,,2016-12-11T07:10:24,2016-12-11T16:28:39,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-12,45.6,34,41,41,28.9,36.5,35.9,82.7,0.508,100,33.33,"rain,snow",0,0,25.8,13.5,264.4,1013.3,72.3,7.1,23.7,2,1,,2016-12-12T07:11:11,2016-12-12T16:28:49,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-13,43.5,36.3,40.1,42.4,30.9,36.3,24.7,54.1,0.302,100,4.17,rain,0,0,18.3,11,261,1020.5,51.6,9.9,57.6,5,3,,2016-12-13T07:11:56,2016-12-13T16:29:02,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72502594741,72505394728,KEWR,72055399999,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-14,42.7,34.4,38.8,40.4,27.5,33.6,20.1,48.6,0,0,0,,0,0,26.2,13.2,281.6,1014.8,41.7,9.6,109.1,9.5,5,,2016-12-14T07:12:40,2016-12-14T16:29:16,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-15,34.4,19.5,25.8,26.5,3.6,13.5,0.8,33.9,0,0,0,,0,0,41.3,22.4,281.9,1013.8,44.3,9.7,83.9,7.3,3,,2016-12-15T07:13:22,2016-12-15T16:29:33,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-16,26.9,17.4,22.1,21.9,4.6,12.6,4.3,45.9,0,0,0,,0.3,0.1,26.1,13.4,263.5,1028.3,37.6,9.9,87.4,7.6,4,,2016-12-16T07:14:02,2016-12-16T16:29:52,0.59,Partially cloudy,Partly cloudy throughout the day.,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-17,38.3,25.2,32.1,36,18.1,28,26.9,82.7,0.71,100,37.5,"rain,snow",0.2,0.4,18.3,9,237,1017.5,99.2,5.4,27,2.3,1,,2016-12-17T07:14:40,2016-12-17T16:30:13,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-18,58.4,32.9,44.7,58.4,23.4,41.2,37.2,77.8,0.048,100,16.67,rain,0,0.2,32.7,17.3,287.3,1014.7,85.6,6.6,56.8,4.9,3,,2016-12-18T07:15:16,2016-12-18T16:30:36,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-19,31.4,24.4,27.2,21.8,13.4,18.2,7.4,43,0,0,0,,0,0,25.3,17.4,358,1038,30.7,9.9,93.4,8.2,5,,2016-12-19T07:15:51,2016-12-19T16:31:01,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-20,33,20.4,27.4,32.6,13,23.6,8.2,44.3,0,0,0,,0,0,19.7,10.1,325.1,1031.8,15.5,9.9,112.7,9.7,5,,2016-12-20T07:16:24,2016-12-20T16:31:29,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-21,40.5,29.9,35.6,40.5,22.9,31.8,17.8,48.2,0,0,0,,0,0,21.9,11.6,264.6,1021.4,37.3,9.9,67.2,5.8,3,,2016-12-21T07:16:54,2016-12-21T16:31:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-22,49,37.4,42,46,31.9,37.6,24.2,49.5,0,0,0,,0,0,29.2,16.3,280.1,1017.3,59.1,9.9,75.2,6.6,4,,2016-12-22T07:17:23,2016-12-22T16:32:30,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-23,46.8,38.8,42.5,44.2,32.8,37.8,24.3,48.4,0,0,0,,0,0,20.8,9.9,268.8,1028.1,29.6,9.9,102.4,8.9,5,,2016-12-23T07:17:49,2016-12-23T16:33:04,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-24,46.5,38.4,42.7,43.8,34,38.7,34.1,72.7,0.486,100,33.33,rain,0,0,27.7,10.4,248.3,1022.7,73,7.9,12.4,1,1,,2016-12-24T07:18:14,2016-12-24T16:33:40,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-25,50.4,38,43.2,50.4,31.3,38.9,28.8,57.2,0,0,0,,0,0,21.9,13.7,352.5,1031.4,9.6,9.9,110.1,9.6,5,,2016-12-25T07:18:36,2016-12-25T16:34:17,0.88,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-26,49.2,33.3,39.1,47.1,24.5,33.8,30.3,71.9,0.012,100,4.17,rain,0,0,18.7,12,65.4,1034.6,80.6,8.8,85.6,7.3,4,,2016-12-26T07:18:57,2016-12-26T16:34:57,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-27,60.7,41.6,54.3,60.7,37.4,53.4,42.3,66.6,0.002,100,4.17,rain,0,0,30.8,14.6,262.9,1011.6,60,9.7,83.6,7.2,4,,2016-12-27T07:19:15,2016-12-27T16:35:39,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-28,40.5,35.2,38.5,35.8,30.6,33.2,23.2,53.8,0,0,0,,0,0,26.4,12.2,309.1,1018.6,64.3,9.9,100.9,8.7,4,,2016-12-28T07:19:31,2016-12-28T16:36:22,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-29,46,33.7,39.5,41.9,31.1,35.7,31.1,72.5,0.384,100,33.33,rain,0,0,30.4,16.5,252.6,1008.2,62.8,8.1,39.9,3.5,2,,2016-12-29T07:19:44,2016-12-29T16:37:07,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-30,40.4,34.5,37.1,32.6,25.6,29.2,23.8,59.1,0.007,100,4.17,rain,0,0,32.2,16.6,267,1005.3,37.4,9.8,69.3,5.9,3,,2016-12-30T07:19:56,2016-12-30T16:37:54,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-12-31,43.7,32,38,38.8,23,31.1,20.7,49.6,0,0,0,,0,0,30.3,21.3,219.2,1017.6,48.6,9.9,95.6,8.2,4,,2016-12-31T07:20:05,2016-12-31T16:38:42,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,72055399999,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-01,52.4,41,46,52.4,36.7,43,25.1,44.8,0.017,100,4.17,rain,0,0,26.4,14.2,277.2,1021.3,21.6,9.9,112.4,9.8,5,,2017-01-01T07:20:11,2017-01-01T16:39:31,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-02,41.9,39.1,40.4,36.2,31.2,33.4,33.6,77.6,0.149,100,50,rain,0,0,36.7,17,37.6,1030.2,63,7.6,14.6,1.3,1,,2017-01-02T07:20:16,2017-01-02T16:40:23,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-03,44.7,39.8,42.3,42.9,31.4,34.8,40.7,93.9,0.266,100,58.33,rain,0,0,31.9,21.1,37.6,1011.3,99,3.6,16,1.4,1,,2017-01-03T07:20:18,2017-01-03T16:41:16,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-04,52.9,35.8,44.7,52.9,26,39.9,33.6,68.6,0.135,100,20.83,rain,0,0,44.5,20.5,265.8,1000.2,54.7,9.3,87.6,7.6,4,,2017-01-04T07:20:19,2017-01-04T16:42:11,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-05,34.9,28,31.9,27.3,15.1,22.2,13.2,45.8,0.083,100,12.5,"rain,snow",0.2,0.1,43.6,18.9,264.5,1013.6,28.4,9.9,56.5,4.9,3,,2017-01-05T07:20:17,2017-01-05T16:43:07,0.25,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow in the morning and afternoon.,snow,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-06,36.7,28.7,31.6,34.7,22.1,26,19.2,62.2,0.079,100,25,"rain,snow",0.1,0.2,42.2,9.9,293.3,1018.5,41.2,8.1,97.9,8.4,5,,2017-01-06T07:20:12,2017-01-06T16:44:05,0.3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-07,29.4,22.8,25.6,21.9,13.3,17.6,18.4,75.3,0.041,100,45.83,snow,0.8,0.3,24.2,18.7,34.5,1023.6,74.9,4.8,23.7,1.9,1,,2017-01-07T07:20:06,2017-01-07T16:45:04,0.33,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-08,32.2,18.9,23.1,27.9,6.1,15.6,11.1,60.6,0.007,100,4.17,snow,0.5,1,31.1,12.6,282.7,1027.4,23.5,9.5,80.9,6.8,4,,2017-01-08T07:19:57,2017-01-08T16:46:04,0.37,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-09,25.5,16,20.9,17.8,4.8,11.4,9.4,60.8,0.129,100,12.5,snow,0.2,1,48.3,12.9,252.9,1039.6,10.4,9.9,65.8,5.6,3,,2017-01-09T07:19:46,2017-01-09T16:47:05,0.4,Snow,Clear conditions throughout the day with afternoon snow.,snow,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-10,44.8,21.8,31.4,41.9,11.6,25.7,22.9,71,0.007,100,4.17,snow,0,0.9,40.3,10.5,217.9,1034.1,37.2,9.9,92.6,7.9,5,,2017-01-10T07:19:33,2017-01-10T16:48:07,0.44,"Snow, Partially cloudy",Becoming cloudy in the afternoon with morning snow.,rain,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-11,50.3,42.3,46.2,50.3,36.4,42.9,39.6,78.3,0.538,100,41.67,rain,0,0.2,44.7,19.5,252.5,1025,41.5,8.9,98.8,8.5,4,,2017-01-11T07:19:17,2017-01-11T16:49:11,0.47,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-12,64.3,46.2,56.5,64.3,43.3,56,49.3,77.7,0.159,100,25,rain,0,0,31.1,16.6,263.4,1018.6,62.8,9.3,100.4,8.8,4,,2017-01-12T07:18:59,2017-01-12T16:50:16,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72502594741,72505394728,72055399999,KEWR,KLGA,72502014734,74486094789,KNYC,72503014732"
new york city,2017-01-13,60.3,35.5,47.9,60.3,28,45.5,31.6,55.2,0.024,100,4.17,rain,0,0,37.5,10.2,308.7,1029.7,13.5,9.9,121.4,10.5,5,,2017-01-13T07:18:39,2017-01-13T16:51:21,0.54,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72502594741,72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-14,34.6,29.8,32.1,30.6,21,26.7,21.6,66.8,0.057,100,25,"rain,snow",0.2,0.1,,12.1,48.7,1035.7,43.7,7.3,73.5,6.3,4,,2017-01-14T07:18:17,2017-01-14T16:52:28,0.57,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,snow,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-15,41.8,30,35.3,37.5,24.6,30.4,24,64.7,0.007,100,4.17,"rain,snow",0.1,0.2,21.9,8.7,280.2,1027.7,16.9,9.7,124.6,10.8,5,,2017-01-15T07:17:53,2017-01-15T16:53:35,0.6,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,snow,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-16,45.8,29.8,37.5,42.3,25.5,33.8,23.9,58.3,0.326,100,25,"rain,snow",0,0,45.9,9.2,269.5,1029.8,12.8,9.9,121.1,10.4,5,,2017-01-16T07:17:26,2017-01-16T16:54:43,0.64,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2017-01-17,41,38.3,39.7,38.1,31,34.6,33.2,78.7,0.317,100,45.83,rain,0,0,19.7,16.3,357.6,1021.6,94.1,5.5,43.6,3.8,2,,2017-01-17T07:16:57,2017-01-17T16:55:52,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KEWR,KLGA,KNYC,72503014732"
new york city,2017-01-18,42,38.9,41,41,30.9,35.8,37.9,88.8,0.051,100,20.83,rain,0,0,,14.4,30.3,1014.4,97.5,7.5,29.8,2.6,1,,2017-01-18T07:16:27,2017-01-18T16:57:01,0.7,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,72055399999,KEWR,KLGA,72502014734,KNYC,72503014732"
